u,g,r,i,z,redshift
18.92237,17.596829999999994,16.94526,16.5606,16.34004,0.0973801441125541
19.89941,17.845670000000005,16.85548,16.41568,16.04277,0.11241162533068783
20.06195,18.25068,17.33246,16.85949,16.4528,0.11424111449267846
19.67893,17.65963,16.5276,16.03387,15.598529999999998,0.13596016523809523
19.62823,18.52189,17.71477,17.30573,17.04753,0.1336585583076923
19.83511,17.85878,16.89323,16.46186,16.0951,0.10190037636402116
18.37387,16.76644,15.99924,15.54934,15.18011,0.05787483523333333
19.968020000000006,18.71612,17.80609,17.35059,17.05655,0.13636067000000002
19.91586,18.05202,17.11455,16.68188,16.32047,0.10175487752948872
18.58472,17.706329999999994,17.427,17.11066,17.07709,0.045020160000000004
19.70389,18.34159,17.78419,17.39483,17.1605,0.0971953065
19.68063,18.1548,17.33694,16.94886,16.6483,0.10951767314814816
19.25879,17.8881,17.247139999999998,16.978720000000006,16.805120000000002,0.06970783822898549
19.66513,18.3294,17.64923,17.270139999999998,17.02765,0.11882776483333332
20.66409,18.56714,17.087970000000002,16.587979999999998,16.17861,0.19133863333333329
20.99415,18.92537,17.72402,17.23263,16.84231,0.181134
17.92965,16.12453,15.18578,14.6768,14.28194,0.056892024500000006
20.38219,18.31419,17.286839999999998,16.83172,16.45819,0.11928736273450855
19.75282,18.54261,17.89085,17.44364,17.24342,0.11715346233333332
19.73158,18.02402,17.105729999999998,16.66455,16.3273,0.09203579723246491
20.63632,18.72461,17.59808,17.130779999999998,16.753970000000002,0.16077104154761904
20.44884,17.93327,16.74069,16.20175,15.81642,0.1407369761111111
19.37986,18.36453,17.84088,17.46756,17.26774,0.10730366500000002
16.94925,15.04779,14.210920000000002,13.79436,13.4809,0.032004884
17.70959,15.84888,14.97188,14.56223,14.25238,0.047753510416666665
19.95201,18.4449,17.68906,17.30086,17.017770000000002,0.11668954018681318
19.15173,18.02906,17.54552,17.17335,17.02385,0.0889280480289855
18.66017,17.23388,16.60453,16.20693,15.889729999999998,0.06529980195604396
19.54139,17.703570000000006,16.79926,16.39629,16.05419,0.08769997560151516
19.73483,17.83336,17.0136,16.62327,16.314320000000002,0.08620461114086522
21.2103,19.23555,17.79339,17.272779999999994,16.876360000000002,0.22433264999999997
20.70489,18.95687,17.552970000000002,16.98509,16.57116,0.19941257249999997
20.28245,18.39005,17.39355,16.983439999999998,16.60687,0.11606189985353535
18.94718,17.8005,17.32445,17.02819,16.92406,0.08006745936231884
19.617420000000006,18.27491,17.52796,17.15213,16.87893,0.10279890958333333
19.9439,17.966179999999994,17.0111,16.48723,16.13811,0.1154534366164021
16.466260000000002,14.643629999999998,13.80004,13.40528,13.11104,0.026782984
18.878120000000006,17.69568,17.43352,17.03214,16.859170000000002,0.05322895333333333
20.96193,18.4927,17.32055,16.83052,16.51174,0.1600104542857143
19.20035,17.46068,16.66735,16.24943,15.89798,0.07948747311507938
18.1892,17.20283,16.84354,16.5603,16.45001,0.040887629999999994
20.33252,18.54409,17.447979999999998,16.96936,16.617620000000002,0.14572454083333333
19.72484,17.87644,16.96866,16.53915,16.20085,0.09456822749007157
20.22191,18.15663,17.061320000000002,16.598879999999998,16.23206,0.13109254822916666
20.68211,18.8327,17.65309,17.18712,16.8514,0.17601487348484846
18.13091,17.05507,16.5901,16.30256,16.146829999999998,0.034530429999999994
20.20077,18.39501,17.421429999999994,17.04276,16.73667,0.10307702485353534
19.52825,18.22238,17.405089999999998,16.9467,16.67385,0.12012179702380951
19.46797,18.26341,17.68548,17.3501,17.06645,0.09865202071428573
20.9073,18.73441,17.557579999999998,17.08398,16.70636,0.1607304463095238
17.892129999999995,16.76834,16.210620000000002,15.84429,15.607679999999998,0.062643825
19.60931,18.44136,17.59406,17.1528,16.85934,0.13436210461538461
19.72595,18.20054,17.54702,17.1238,16.96467,0.10486082458333332
18.71984,17.580470000000002,17.20813,17.02542,16.9751,0.06005274541666668
20.16023,18.20868,17.213829999999998,16.78696,16.41442,0.11279588766789214
19.80034,18.16779,17.51303,17.175829999999998,16.87637,0.09437238666666665
20.05981,18.17394,17.21633,16.78554,16.45125,0.11326740344566992
20.4161,18.39259,17.48441,17.07555,16.73303,0.11204307235353535
19.11472,17.3747,16.560229999999994,16.18166,15.89849,0.07192965550144301
19.30226,18.06314,17.35899,16.9599,16.721829999999994,0.07903100505928853
19.01114,16.94279,15.93648,15.409870000000002,15.0123,0.08066487867777777
20.20234,18.37552,17.33063,16.89134,16.52765,0.1331199847136752
20.4133,18.41584,17.26373,16.801820000000006,16.47222,0.14024891922161173
19.4499,17.507579999999994,16.46673,16.01229,15.68176,0.0970529067070707
20.05269,18.36662,17.45849,17.06026,16.74253,0.11031448785353537
19.53432,18.11255,17.381970000000006,16.97231,16.66522,0.11024366749079825
20.48589,18.92766,17.77501,17.40656,17.12033,0.1539503742857143
19.03506,17.19966,16.29121,15.85523,15.51801,0.08868435816239317
18.93671,17.350929999999998,16.44282,16.002,15.69188,0.07229753477494727
17.93556,16.1535,15.30434,14.8998,14.61094,0.05630273449999999
20.2049,17.996010000000005,16.95833,16.44077,15.9869,0.12763938084920634
19.63903,18.02948,17.28967,16.92932,16.67182,0.07761409583365539
20.77186,18.96837,17.92134,17.42923,17.152739999999998,0.1409199242857143
20.50252,18.84535,17.706039999999994,17.204829999999998,16.859070000000006,0.16391947348484848
18.83056,17.45138,16.916629999999998,16.558429999999998,16.38345,0.07262632027777778
20.09022,18.36521,17.36939,16.9399,16.608,0.1337143602894328
18.13254,16.901410000000002,16.27065,15.92499,15.77921,0.049825129999999995
20.28773,18.47841,17.34778,16.86446,16.496660000000002,0.15499884595238095
17.72105,16.06811,15.33346,14.947120000000002,14.66791,0.05329013575
18.79668,17.73331,17.21858,16.90709,16.75929,0.06599267777777777
17.265929999999994,16.15419,15.66063,15.35983,15.14467,0.030497302083333327
20.54009,18.66804,17.54007,17.04774,16.679129999999994,0.15158976980769232
20.37155,18.40075,17.294610000000002,16.83103,16.42977,0.12689640193589743
19.22956,18.16601,17.81975,17.51459,17.393079999999998,0.045628999999999996
19.91474,18.24647,17.20101,16.65853,16.20966,0.13160132135416666
19.70623,18.32839,17.75144,17.36621,17.06399,0.0971953065
18.20973,17.0528,16.53415,16.18236,15.99949,0.04526437
20.41107,18.71408,17.78246,17.30617,16.912010000000002,0.11434992166666666
20.17756,18.12008,16.86896,16.36559,16.021320000000006,0.15283545944444443
20.9527,18.84216,17.674770000000006,17.19589,16.79101,0.17104386515151512
20.61113,18.65553,17.6143,17.133960000000002,16.75327,0.14642115274420026
20.48505,18.84586,17.86453,17.35461,17.00406,0.13524132928571428
20.36256,18.62576,17.75283,17.331310000000002,16.996560000000002,0.11389299254166665
23.02338,19.2154,17.66007,17.07581,16.70165,0.24854489999999996
20.26075,18.55675,17.7405,17.369510000000002,17.067520000000002,0.09467999887499999
19.77383,18.53214,17.72743,17.36701,17.0424,0.127427664
19.98979,18.30992,17.47354,17.03414,16.72765,0.08259519194444444
19.36656,17.64424,16.77526,16.42195,16.13289,0.08552523376746032
18.74325,17.454,16.86422,16.52617,16.26397,0.08787776914285715
17.74214,16.02723,15.17907,14.81206,14.62741,0.05148058575000001
19.80217,18.55614,17.86743,17.46239,17.18467,0.11328857066666667
20.245420000000006,18.27316,17.01708,16.520410000000002,16.17184,0.16855987302083333
19.69451,17.803910000000005,16.97765,16.59478,16.40221,0.0810595838075319
19.18897,17.79578,17.22227,16.89686,16.74886,0.09334683935221784
20.65384,19.01503,17.54114,16.96341,16.61147,0.21442896250000004
20.62088,18.56938,17.336289999999998,16.88141,16.50125,0.17848071666666668
19.63878,18.28534,17.436989999999998,16.995279999999998,16.68431,0.12714804166666666
19.5134,18.15621,17.47599,17.12574,16.81281,0.09600465577380952
19.35436,18.12643,17.41279,17.02062,16.75161,0.11202525574976471
20.40486,18.48947,17.62603,17.28107,16.97917,0.09758888951602564
19.87506,18.25943,17.40895,16.931520000000006,16.621560000000002,0.10753616277777775
19.46457,18.27428,17.46144,17.021720000000002,16.692239999999998,0.12530942855279503
20.32975,18.19814,17.173289999999998,16.71613,16.351860000000002,0.12862138885836832
19.0554,17.6043,16.89837,16.500329999999998,16.21487,0.0854648345508658
18.98302,17.67265,17.056729999999998,16.71486,16.48594,0.07762842699999999
20.9948,19.24067,17.75583,17.19726,16.83857,0.22424395666666666
19.85744,18.19639,17.253239999999998,16.72331,16.28298,0.11710608302083332
19.52745,18.22486,17.6168,17.181279999999994,16.932389999999998,0.10505732810714286
21.21865,18.87321,17.69774,17.20412,16.83375,0.1724028766666667
18.08835,17.18524,16.95802,16.67343,16.59352,0.040734179999999995
18.70676,16.76284,15.81589,15.3136,14.94488,0.08378700256666667
20.90132,18.80591,17.662979999999994,17.23627,16.73625,0.16598589015151513
19.592370000000006,18.075470000000006,17.27826,17.15542,16.654020000000006,0.08624574291666667
16.81086,15.48416,14.894,14.56379,14.346379999999998,0.030926562500000004
20.04638,18.38429,17.24382,16.733320000000006,16.334970000000002,0.15608217
19.98451,18.47272,17.69148,17.28005,17.01846,0.1182547631868132
20.43653,18.47436,17.63022,17.20266,16.938,0.09928418014102566
19.17419,18.10181,17.74856,17.53455,17.3954,0.054455750000000004
19.97803,18.12656,17.10235,16.5455,16.09799,0.13221008668749998
20.45409,18.41848,17.41021,16.98836,16.640629999999998,0.12578147706349205
20.73738,18.61938,17.46264,16.994320000000002,16.66665,0.16036029142857144
19.29911,17.92388,17.367729999999998,17.0523,16.78835,0.08527113375928855
20.40499,18.50613,17.36381,16.872989999999998,16.49304,0.16570311666666665
20.49405,18.33879,17.27864,16.81936,16.42876,0.12559059356784188
19.99965,17.736929999999994,16.54578,16.08585,15.65076,0.14623205523809527
20.26391,18.34904,17.105220000000006,16.612579999999998,16.283929999999998,0.14759077254464284
18.09383,16.52099,15.88194,15.56525,15.33555,0.048907270833333336
20.29552,18.37356,17.39556,16.95267,16.56298,0.12714712227777777
19.15905,17.74152,16.82171,16.37186,16.04841,0.08628131555735931
18.66073,16.83266,16.01664,15.54937,15.23638,0.06773534395128204
20.67994,18.41993,17.30828,16.74695,16.2773,0.13574611243589743
18.55175,17.248260000000002,16.51322,16.1272,15.86221,0.08396419247619048
20.47031,18.53674,17.4757,17.030170000000002,16.66936,0.1420754733974359
19.60715,18.10688,17.29428,16.86712,16.5475,0.1101547416574649
20.57812,18.74761,17.753829999999994,17.247729999999994,16.88648,0.13016888015151515
19.45684,17.95554,17.25423,16.9241,16.658739999999998,0.09422169369597423
20.48488,18.6968,17.51459,17.00376,16.59141,0.16750905583333334
21.07136,18.94923,17.60614,17.048920000000006,16.7145,0.20321394
20.3565,18.18615,17.30872,16.88371,16.55486,0.10546464363194444
20.262320000000006,18.5655,17.501920000000002,17.06898,16.713279999999994,0.14181311506410255
19.39664,17.91265,17.14,16.730079999999994,16.47504,0.0933737113377199
19.32312,17.43711,16.46718,16.005020000000002,15.63937,0.0910611974484127
19.94425,18.32948,17.18218,16.66694,16.34217,0.1494859146875
20.34989,18.4884,17.525370000000002,17.1055,16.73386,0.11218332202457267
19.12282,17.26044,16.40405,16.01393,15.69974,0.077109900501443
20.15524,18.401670000000006,17.51877,16.95046,16.49952,0.11830590561111112
20.34748,18.63424,17.53134,17.087329999999998,16.74125,0.148751711881105
20.321720000000006,18.8837,17.75289,17.25055,16.828120000000002,0.14973568000000004
19.94896,18.0434,17.06982,16.575879999999998,16.21453,0.1140111489732143
19.23516,17.90524,17.1836,16.81671,16.518629999999998,0.10731783567105321
19.30012,18.06848,17.49795,17.16604,16.9338,0.0733825290289855
20.40728,18.88808,17.71247,17.33379,17.05821,0.17168584261904762
19.139470000000006,17.841620000000006,17.00014,16.55969,16.28705,0.09835097241477618
18.11434,16.97126,16.53037,16.316570000000002,16.30389,0.03830615
20.0495,18.4559,17.57703,17.161620000000006,16.852629999999998,0.11595065528205131
20.10006,18.05154,16.90147,16.41757,16.0316,0.1388993831111111
19.84147,18.46551,17.652520000000006,17.055529999999994,16.875429999999998,0.1603210096153846
19.08301,17.44446,16.678079999999998,16.30003,16.02065,0.0736282728625541
20.75295,18.8543,17.842660000000006,17.378870000000006,16.967470000000002,0.14552652500000002
18.36471,16.548029999999994,15.6424,15.19309,14.844779999999998,0.06376311273333332
18.8803,17.828429999999994,17.44206,17.17117,16.99635,0.0557019870289855
20.462,18.62288,17.63039,17.236079999999998,16.88117,0.12843127099816848
20.11281,18.56256,17.78765,17.340139999999998,17.02347,0.11575670444642858
19.77176,18.16132,17.36124,17.0043,16.75333,0.10740993425925924
19.53979,17.67465,16.77617,16.360879999999998,16.05471,0.09756459615707071
19.22922,17.968510000000006,17.26109,16.82335,16.55613,0.12177737900438657
20.46617,18.57617,17.3214,16.78714,16.37206,0.16565725333333334
14.94179,13.95357,13.63637,13.45886,13.39643,0.019190355
20.79622,18.69316,17.59429,17.117,16.79593,0.1601513971031746
19.57039,17.71835,16.85207,16.4261,16.13254,0.09556849436738815
18.05353,16.79676,16.18832,15.8491,15.62085,0.05259532
19.46682,18.14208,17.47305,17.1082,16.89844,0.09220669253830228
18.89412,17.74878,17.36356,17.1115,17.16774,0.04559475733333333
19.61382,18.1681,17.37122,16.915,16.56767,0.13135440416666666
20.07046,18.05663,16.8183,16.3478,15.969270000000002,0.15391835944444443
18.3285,16.76032,15.9757,15.60244,15.30589,0.061346735233333324
20.45633,18.676,17.70135,17.24517,16.894660000000002,0.1329693251984127
19.41363,17.86926,17.01326,16.53877,16.18092,0.08955921742610375
19.33926,17.55261,16.36198,15.87394,15.54654,0.1055973461984127
19.7124,18.36385,17.55651,17.147289999999998,16.889310000000002,0.12093031215909092
18.23498,16.95336,16.393179999999994,16.189870000000006,16.03089,0.045965610000000004
18.86703,17.01341,16.00959,15.589570000000002,15.23615,0.06774459172905982
17.82594,16.54949,16.10238,15.82218,15.64914,0.03840168249999999
18.52035,17.16092,16.57327,16.23057,16.01126,0.08033263983333334
19.71214,17.67998,16.6365,16.1778,15.8499,0.12710513826839825
18.55972,16.81907,16.040570000000002,15.68295,15.40342,0.05940995289999999
19.07276,17.80033,17.24316,16.9263,16.72242,0.0820453555188845
18.67689,17.55136,16.9306,16.5714,16.335810000000002,0.07535505833333332
19.13645,17.63176,16.928639999999998,16.556720000000002,16.27119,0.08435043986291486
20.50033,18.50511,17.49023,17.038870000000006,16.7355,0.14172316506410257
19.0755,17.77204,17.01366,16.65175,16.37881,0.09775718328923506
19.63005,18.34168,17.786170000000006,17.41779,17.317999999999998,0.091733888
20.25372,18.19537,17.10462,16.65918,16.2754,0.13355370254464283
20.1032,18.16416,17.24418,16.85969,16.54027,0.10221979107638887
19.44392,18.18813,17.6094,17.27251,17.03163,0.09610145707142859
18.37214,17.35526,16.85543,16.62431,16.45382,0.043092485
17.6662,15.79131,14.97659,14.60609,14.3343,0.04227611541666666
19.13669,17.107570000000006,16.22737,15.79491,15.46287,0.0732946435
19.85175,18.26432,17.43233,16.9923,16.65546,0.11000219944444445
19.1819,18.14128,17.69859,17.45469,17.248829999999998,0.06957470133333334
19.9371,18.60713,17.63533,17.12183,16.78383,0.1519729723076923
19.31437,17.980620000000005,17.514310000000002,17.203789999999998,17.24217,0.07227520999999999
16.535220000000002,14.902,14.16695,13.88423,13.81516,0.029616654
20.33703,18.37281,17.376929999999998,16.98123,16.60435,0.118281641520202
19.75501,18.34345,17.63564,17.20831,16.99971,0.11165152839718614
17.10042,15.30859,14.54235,14.166579999999998,13.87611,0.036888825
20.18494,18.34875,17.349829999999994,16.90198,16.59423,0.12712938173387722
16.924020000000002,15.00075,14.151129999999998,13.7394,13.428679999999998,0.027850344
19.13815,17.40664,16.57609,16.12119,15.75611,0.07386548478174604
18.3737,16.65275,15.78498,15.35133,15.01071,0.06128788356666666
17.0834,15.195570000000002,14.35067,13.95035,13.67729,0.041927095
20.57341,18.39559,17.20228,16.738039999999998,16.39661,0.14407037776923076
19.92504,18.47486,17.77254,17.293129999999998,17.0636,0.0907595369047619
20.35606,18.3424,17.15585,16.67279,16.323629999999998,0.14034534454464284
19.88408,18.00052,17.10055,16.82687,16.35969,0.08525787936282206
19.94148,18.02296,16.90109,16.43536,16.08109,0.12289286383068783
19.96233,18.47331,17.629820000000006,17.28865,16.99694,0.1248082151868132
18.1194,16.928279999999994,16.43481,16.133589999999998,15.95291,0.038026649999999995
18.34339,17.066270000000006,16.54853,16.240489999999998,16.04694,0.057946313400000005
20.38582,18.56953,17.54802,17.10192,16.7609,0.12921172460393773
19.34114,17.77765,17.02802,16.639020000000002,16.3511,0.0839170667316593
18.91013,16.85453,15.92341,15.481279999999998,15.11904,0.07667741951111111
19.88925,18.27076,17.64648,17.29008,17.128439999999998,0.08949243542857141
21.25749,19.15705,17.612270000000006,17.07732,16.67747,0.235323225
22.10488,19.07317,17.514039999999998,16.97537,16.583560000000002,0.22918675000000005
18.53028,17.06224,16.39247,15.95827,15.70026,0.07107889540000001
17.35776,15.50837,14.60431,14.17011,13.82187,0.039051756666666666
19.60771,18.22479,17.54634,17.14387,16.88137,0.10411979458333334
17.65849,16.59639,16.24888,16.0653,15.981320000000002,0.037451130000000006
19.00881,17.6708,17.25945,16.98295,16.81841,0.06359149866666666
19.46218,18.23798,17.80079,17.493479999999998,17.4014,0.053727565
20.79167,19.09693,18.01024,17.523220000000002,17.14284,0.11786814000000001
19.9623,17.78058,16.723860000000002,16.275479999999998,15.88111,0.13880756523809523
20.6263,18.76739,17.73713,17.28285,16.94267,0.1295622818181818
19.53993,18.45698,17.78728,17.374779999999998,17.20703,0.10423536333333332
19.57551,18.24594,17.82721,17.543779999999998,17.324720000000006,0.06904815500000001
19.72196,17.90598,16.951810000000002,16.53464,16.19333,0.08816588749007158
19.15049,17.945710000000005,17.20811,16.828120000000002,16.567079999999994,0.10896777434984113
20.66298,18.77029,17.52277,17.02453,16.63627,0.1778885044047619
20.11065,18.53951,17.62998,17.12664,16.81919,0.12654175489697803
18.43711,17.31881,16.79117,16.44042,16.252670000000002,0.06466112964285715
20.92703,18.86617,17.61532,17.14603,16.8069,0.18923924154761904
19.54612,18.33523,17.65251,17.27777,17.032220000000002,0.11736425883333335
21.06192,19.12444,17.845570000000006,17.34379,16.970489999999998,0.17604285
20.75158,18.72903,17.73838,17.31576,16.96474,0.12409390666666667
18.18543,16.78301,16.19206,15.87456,15.69909,0.06083871
19.079320000000006,17.18657,16.19311,15.77692,15.437870000000002,0.09671192777777778
20.352120000000006,18.63163,17.81993,17.46194,17.19032,0.09375626066666666
21.33754,18.97227,17.53341,16.94978,16.470229999999994,0.21551906
17.96943,16.65254,15.95483,15.55279,15.29459,0.054376505833333345
20.60404,18.628770000000006,17.41943,16.91625,16.57991,0.15515052000000001
21.11001,19.22404,17.80419,17.29103,16.94715,0.20476170000000002
17.466079999999998,16.20316,15.6612,15.38746,15.22619,0.03976332875
20.30095,18.64248,17.70461,17.31129,17.00883,0.10960256199221612
19.96028,18.73246,17.87685,17.44056,17.1807,0.13322754000000003
19.70298,17.66969,16.77115,16.35331,16.0214,0.09841518077142858
18.91896,17.94569,17.55957,17.30407,17.16518,0.08061797133333333
19.04499,17.91617,17.39874,17.232039999999998,17.07915,0.088191299
20.31233,18.46548,17.51853,17.1086,16.79962,0.10535536237179488
17.50529,16.12419,15.51298,15.16554,14.94261,0.043133018749999995
20.52152,18.59805,17.423470000000002,17.00972,16.68555,0.14796869416666666
18.91833,17.07991,16.22082,15.79553,15.4986,0.07417140637191698
18.91544,17.56531,16.842,16.45835,16.18885,0.09331660500541125
17.87278,16.33923,15.63468,15.26879,15.03241,0.04559073783333333
19.23606,17.42005,16.522000000000002,16.112370000000002,15.78894,0.09017076311507936
20.63552,18.62155,17.65306,17.23234,16.87417,0.12321424189560437
19.29467,18.17491,17.71956,17.44664,17.22501,0.07112927133333333
19.42031,18.17881,17.63093,17.30461,17.12755,0.08345032040476191
20.00523,18.4754,17.80317,17.420370000000002,17.11814,0.09236376633333335
20.45118,17.87195,16.82841,16.26377,15.804,0.1256639211111111
18.15773,17.06384,16.63331,16.40853,16.246029999999998,0.040148439999999994
18.91784,17.62441,17.031570000000002,16.68822,16.43595,0.08084363033333333
20.7122,18.75671,17.68552,17.20208,16.723760000000002,0.14656079848484843
18.20322,16.347189999999998,15.49995,15.03929,14.66415,0.06106157133333334
20.43068,18.52916,17.46398,17.038120000000006,16.71977,0.14082766506410255
19.35138,17.96622,17.121760000000002,16.713829999999998,16.371660000000002,0.1109052423377199
20.48879,18.3151,17.25694,16.77504,16.391560000000002,0.12960384642498474
19.98349,18.55984,17.37769,16.91311,16.60296,0.17291067499999999
18.66756,16.7253,15.77288,15.269620000000002,14.89511,0.07716832423333334
19.34818,17.97157,17.27467,16.91487,16.6433,0.10700607292595521
19.47842,17.85367,17.29065,16.98491,16.73489,0.06656249804380031
19.72071,17.88922,16.89612,16.508979999999998,16.23907,0.09653821682340491
20.39507,18.79368,17.544439999999998,17.02897,16.63614,0.19439401190476188
18.83768,17.50528,16.961270000000006,16.675520000000002,16.448729999999998,0.06206504339285714
18.24489,16.70971,16.15756,15.828270000000002,15.64955,0.048826007500000004
19.82967,18.42018,17.70007,17.26901,16.94099,0.1180635541868132
17.09309,15.86574,15.2923,15.02065,14.83339,0.03864304875
18.53397,16.96578,16.17418,15.74018,15.4404,0.0686801829
20.03412,18.49837,17.58535,17.144560000000002,16.83529,0.1536194452820513
20.09682,18.34196,17.30653,16.87629,16.53419,0.13099268073450857
19.56771,18.33104,17.59202,17.18489,16.92266,0.14197502925
18.47449,17.06493,16.30399,15.82639,15.56914,0.06400368539999998
20.30358,18.35041,17.405070000000002,17.00179,16.69404,0.09484217985353535
20.24184,18.65657,17.81482,17.41006,17.156229999999994,0.11076905354166666
19.94496,18.1993,17.429660000000002,17.01644,16.662779999999998,0.08319759527777777
20.83969,18.67967,17.43488,16.94182,16.58515,0.16981264333333337
21.41267,19.15527,17.71814,17.19783,16.82524,0.23811679999999996
18.563,17.68869,17.43636,17.14539,17.05216,0.045875120000000005
17.75217,15.866829999999998,15.0115,14.61485,14.28535,0.04929292875
19.21385,17.957910000000005,17.5435,17.24985,17.12836,0.07789686019047617
19.15256,17.80966,17.16096,16.79184,16.58778,0.10313824298620475
19.30664,17.97605,17.15255,16.73229,16.48745,0.11431838959262189
20.39395,18.69588,17.665589999999995,17.20555,16.83624,0.1494340222222222
20.80758,18.74751,17.4768,17.04066,16.76588,0.18021086773809522
20.61405,18.51419,17.17901,16.66358,16.33338,0.1874642333333333
20.59966,18.51433,17.4765,16.9222,16.53726,0.14327097673076922
18.23999,16.8509,16.1578,15.79134,15.50608,0.0613788775
19.96762,18.51824,17.79616,17.38215,17.11267,0.09974489533333333
17.33856,16.005010000000002,15.39194,15.08496,14.86624,0.03983538875
19.35203,18.22636,17.7289,17.43132,17.3675,0.05716846785714286
17.67171,16.68059,16.265279999999994,16.00755,15.82835,0.044207630000000005
20.15715,18.4359,17.597739999999995,17.21944,16.91112,0.10328789204578755
19.68219,18.46799,17.780720000000006,17.3948,17.147389999999998,0.12850958733333334
20.42785,18.64856,17.60375,17.12095,16.866020000000002,0.14287075274420022
14.25983,13.22255,12.18286,12.22431,12.17098,0.017745135000000002
19.51978,17.75443,16.8728,16.48856,16.191979999999994,0.09367299371262626
19.14708,17.33833,16.47056,16.059379999999994,15.75565,0.06810988186507935
20.1207,18.43093,17.42221,16.895020000000002,16.549879999999998,0.13441987866605618
18.10774,16.7863,16.276139999999998,15.953079999999998,15.71332,0.05076900000000001
20.00321,18.38832,17.56705,17.16084,16.87221,0.09648344407575758
20.7365,18.97654,17.70177,17.204729999999998,16.9126,0.17462151666666667
20.23519,18.53091,17.42099,16.92175,16.541520000000002,0.1432343275
19.35276,18.08415,17.52345,17.12673,17.02086,0.08578371688612836
20.05943,18.196,17.279989999999998,16.87179,16.53826,0.10318943774305556
19.2143,18.01726,17.44236,17.07991,16.88999,0.09186694022898549
18.92243,17.29395,16.47583,16.08332,15.78684,0.08187031477494729
20.36298,18.70881,17.7029,17.20037,16.80566,0.14708805555555554
19.07925,17.78937,17.01181,16.617810000000002,16.360970000000002,0.08865591628923505
19.0438,17.8993,17.32948,16.96051,16.714779999999998,0.09627701986231883
19.52854,18.02942,17.22135,16.72273,16.33214,0.10493903452413159
20.31195,18.49722,17.55176,17.14528,16.83211,0.12103418074679488
20.46751,18.49237,17.39617,16.90717,16.54397,0.1452172278968254
20.55694,18.67468,17.680999999999994,17.25582,16.91025,0.13164587917277165
20.48911,18.6283,17.59778,17.127110000000002,16.72501,0.14316638766483517
19.89862,17.94366,16.923479999999998,16.466820000000002,16.11361,0.1154534366164021
19.19805,17.76533,16.954279999999994,16.53526,16.20532,0.10182490491477618
20.98329,19.158,17.85001,17.313779999999998,16.982860000000002,0.17055995666666662
18.28791,17.15495,16.63737,16.30697,16.05784,0.06076799173333334
20.27851,18.56145,17.47484,17.04286,16.683770000000006,0.15035841506410258
20.66539,18.27334,17.10954,16.617,16.26664,0.1343727542113095
19.89844,18.29799,17.299429999999994,16.81554,16.49615,0.13122428629006408
20.25543,18.31488,17.29397,16.866979999999998,16.51069,0.11928736273450855
21.24178,19.32997,17.85841,17.385089999999998,17.02056,0.20243870000000003
20.03637,18.12204,17.02657,16.55045,16.18551,0.12842610097321427
18.78935,17.04685,16.24225,15.8834,15.59516,0.06529587122905983
19.97717,18.15161,17.22839,16.77766,16.41356,0.10308748677900326
20.36405,18.65593,17.59538,17.1471,16.77856,0.1397495833096764
19.73056,18.08493,17.314510000000002,16.90652,16.64647,0.09493828213365538
18.00275,17.07957,16.74653,16.51249,16.33638,0.044294190000000004
19.63918,18.17406,17.50891,17.14686,16.93835,0.08863723541666667
19.54274,18.3203,17.74994,17.46032,17.28518,0.09124751499999997
20.57549,18.6046,17.61937,17.196479999999998,16.86296,0.1211445918956044
20.96984,18.99576,17.65922,17.15609,16.8546,0.20419138666666664
19.493270000000006,17.83175,17.020970000000002,16.64096,16.35797,0.07972321875991285
18.99283,17.47609,16.69535,16.272129999999994,15.97161,0.07304422897366522
18.58829,17.40439,16.76132,16.45843,16.20433,0.07111422857142856
20.32299,18.36845,17.47608,17.07359,16.7876,0.09961555874242425
15.6945,13.79858,12.96279,12.56651,12.30026,0.022690095
16.43028,15.12745,14.60351,14.33899,14.19502,0.026204232499999997
19.68515,18.6235,17.878420000000006,17.47823,17.20871,0.136510911
19.81674,17.97495,16.9197,16.456529999999994,16.06471,0.11405267536402112
18.73904,17.68095,17.22069,16.94363,16.80092,0.06455661152777778
18.17655,16.34587,15.48716,15.06046,14.760179999999998,0.06538757133333332
19.40456,18.03777,17.34141,16.96085,16.71542,0.08316284191146245
19.61424,17.77952,16.852320000000002,16.39361,16.05044,0.0999492345862434
20.86531,18.69706,17.64503,17.21675,16.91146,0.13754899269841267
15.74603,13.90285,13.05574,12.61827,12.27956,0.025322238999999996
19.781370000000006,18.30451,17.5661,17.18586,16.92673,0.1183522848214286
20.63239,18.90106,17.65084,17.14389,16.8314,0.18810543571428573
17.08535,15.10461,14.19373,13.749479999999998,13.41182,0.038541114
16.6018,15.181920000000002,14.57176,14.22488,14.0414,0.0282935125
20.22319,18.13819,16.93214,16.4005,16.0793,0.15813707644444444
18.93984,17.24105,16.44194,16.08001,15.78882,0.08498497144161395
19.77328,18.34193,17.39989,16.899639999999998,16.54712,0.1493828383333333
19.64,18.18584,17.560979999999994,17.15093,16.9024,0.08684489541666665
19.58815,17.681720000000006,16.74157,16.34732,15.98224,0.1034545950865801
18.87079,17.26219,16.52131,16.191779999999998,15.89878,0.06504562697191699
18.88821,17.5003,16.88391,16.56942,16.38489,0.08085591964285714
18.93351,17.83322,17.4157,17.18896,17.1067,0.05749900733333333
19.20501,17.736539999999994,17.01652,16.65622,16.39849,0.0874528306117647
